team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,3p/100?,dob,label
Marshall,CUSA,2,1.7,15.9,22.0,0.0,7.19,0.0,9.4,5.9,42.4,1,2,0.5,0,5,0.0,0,1,0.0,0.0,2.3,33.3,So,6-5,21.0,-2.7457,15.9869,10.9,2016,33663,"Pancevo, Serbia",,0.25,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,108.913,105.021,0.950395,4.19035,-19.6957,-17.5189,-2.1768,-25.2986,11.0,-19.8385,-5.46016,0.0,1.0,1.0,0.5,0.5,0.0,0.5,PF/C,2.26342,1995-03-31,0
Penn,Ivy,12,34.2,90.2,23.0,43.4,44.88,1.5,6.5,22.2,16.3,20,38,0.526,38,79,0.481,12,50,0.24,0.3,1.6,29.5,So,6-1,2.0,0.513138,92.7274,2.4,2016,33664,"Cincinnati, OH",49.4,1.625,19.0,32.0,19.0,47.0,0.5938,0.4043,0.0,0.0,,108.261,112.618,1.84699,55.4123,-4.46624,-1.833,-2.63324,-3.01869,31.0833,-1.87361,-1.14508,0.4167,1.8333,2.25,3.25,0.8333,0.0833,11.0,Scoring PG,7.82031,1995-08-20,0
Penn,Ivy,27,61.0,106.0,15.6,49.7,53.73,1.7,13.7,5.6,11.8,35,40,0.875,11,19,0.579,53,163,0.325,1.1,0.8,22.0,So,6-7,14.0,0.987932,99.5869,2.2,2016,33666,"Gilbert, AZ",,0.90473127,10.0,13.0,1.0,6.0,0.7692,0.1667,0.0,0.0,,106.628,107.856,1.86839,107.326,-1.30989,0.115499,-1.42539,-0.54431,24.6296,0.524982,-1.06929,0.3704,3.037,3.4074,0.7037,0.3333,0.2593,8.0,Stretch 4,14.2935,1995-10-15,1
Purdue Fort Wayne,Sum,32,65.0,94.3,23.6,46.6,50.2,2.3,14.1,16.7,21.3,64,92,0.696,58,145,0.4,49,137,0.358,0.5,1.1,32.6,Sr,6-2,12.0,0.894408,97.8281,3.3,2016,33667,"Margate, FL",,1.01353516,47.0,105.0,11.0,40.0,0.4476,0.275,2.0,3.0,0.6667,110.117,110.174,1.78255,136.254,-3.51063,-1.24456,-2.26607,-3.54739,26.2188,-1.31581,-2.23159,0.5312,3.2188,3.75,2.3438,0.5,0.125,10.2188,Combo G,9.31115,1993-10-15,0
Lipscomb,ASun,31,68.0,109.6,23.2,51.7,56.7,1.3,10.8,31.1,18.7,80,93,0.86,34,85,0.4,80,213,0.376,0.1,2.6,31.2,So,5-9,4.0,2.13614,110.548,3.5,2016,33668,"Franklin, TN",,2.01451163,21.0,52.0,13.0,33.0,0.4038,0.3939,0.0,0.0,,110.392,110.015,1.87921,160.606,1.04607,3.15616,-2.11008,1.1081,27.6452,1.97749,-0.869385,0.3226,2.7419,3.0645,4.4839,1.3226,0.0323,12.5161,Pure PG,13.4245,1995-10-15,0
Cal Poly,BW,2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,So,6-1,14.0,-0.491993,-6.60287,0.0,2016,33672,"Bellflower, CA",,0.0,,,,,,,,,,120.626,116.762,0.0684871,0.27323,-5.25512,-3.14144,-2.11368,-11.9969,1.5,-5.48241,-6.51448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PF/C,0.0,1995-02-24,0
Cal Poly,BW,17,5.8,83.8,16.6,38.6,40.04,1.6,3.7,2.9,10.8,1,1,1.0,1,2,0.5,5,20,0.25,0.0,0.0,4.5,Fr,6-3,2.0,-0.0919733,80.8924,2.4,2016,33674,"Danville, CA",,0.5,0.0,0.0,1.0,2.0,,0.5,0.0,0.0,,119.095,117.595,0.161303,6.79262,-8.25277,-2.29214,-5.96063,-7.87776,3.8824,-2.73768,-5.14007,0.0588,0.1176,0.1765,0.0588,0.0,0.0,1.0588,Combo G,17.8227,1995-11-20,0
Cal Poly,BW,3,1.6,121.1,7.6,0.0,0.0,29.2,13.4,0.0,43.1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,So,6-8,1.0,0.283229,101.524,4.4,2016,33677,"Newbury Park, CA",,0.0,,,,,,,,,,115.596,113.266,0.346736,2.33996,-10.6953,-4.25009,-6.44522,-3.80465,6.0,0.296586,-4.10124,1.6667,0.6667,2.3333,0.0,0.0,0.0,0.0,C,0.0,1995-08-23,0
Eastern Illinois,OVC,28,94.6,106.8,18.3,48.3,51.11,2.3,6.2,28.3,16.8,60,93,0.645,35,102,0.343,61,160,0.381,0.1,1.8,35.5,So,5-7,2.0,1.80443,101.656,2.2,2016,33679,"St. Louis, MO",,2.7895071,15.0,37.0,20.0,66.0,0.4054,0.303,0.0,0.0,,111.169,111.815,2.37851,159.483,-0.921695,1.40627,-2.32796,-1.00305,38.5357,0.386197,-1.38925,0.7857,2.0714,2.8571,5.6786,1.2143,0.0357,11.1786,Pure PG,8.64038,1995-10-15,0
Sacramento St.,BSky,28,23.3,95.6,19.2,46.3,50.4,4.1,5.6,17.8,21.0,18,26,0.692,24,51,0.471,5,17,0.294,0.0,2.6,38.2,So,5-11,4.0,0.135129,91.947,6.6,2016,33680,"San Francisco, CA",,1.31579719,16.0,30.0,8.0,21.0,0.5333,0.381,0.0,0.0,,107.647,109.462,0.686545,44.6555,-5.51809,-3.07708,-2.44101,-5.14274,9.7143,-4.70348,-0.439265,0.3571,0.5,0.8571,0.8929,0.4286,0.0,2.8929,Scoring PG,3.61798,1996-05-25,0
Bucknell,Pat,30,64.9,95.3,24.2,52.4,52.35,9.9,19.5,6.1,18.9,79,159,0.497,133,254,0.524,0,0,0.0,5.6,1.1,62.6,So,6-9,20.0,0.92379,98.1758,4.0,2016,33684,"Reading, PA",,0.35385613,81.0,141.0,51.0,112.0,0.5745,0.4554,29.0,31.0,0.9355,99.857,102.723,2.44989,165.081,-2.20227,-3.36789,1.16562,-2.11635,26.5,-1.59014,-0.526203,2.2333,4.6,6.8333,0.7667,0.5333,1.3667,11.5,C,0.0,1995-10-21,0
Cal St. Northridge,BW,19,28.7,90.4,29.4,47.2,50.13,3.4,5.7,12.6,18.4,28,39,0.718,39,77,0.506,25,85,0.294,0.6,2.2,24.1,So,6-3,23.0,0.808135,101.724,6.0,2016,33688,"Chicago, IL",,0.53123142,24.0,40.0,15.0,37.0,0.6,0.4054,2.0,2.0,1.0,108.415,110.253,1.15143,53.9637,-4.2656,-0.668438,-3.59716,-2.59632,17.3158,-0.374653,-2.22166,0.5263,0.8947,1.4211,0.8947,0.6842,0.1053,9.5263,Combo G,14.3814,1993-12-21,0
Cal St. Northridge,BW,28,62.2,103.9,19.0,48.4,52.08,7.2,13.3,7.6,11.9,58,85,0.682,95,185,0.514,6,30,0.2,1.4,0.9,39.5,Fr,6-8,4.0,1.35663,103.638,3.4,2016,33689,"Long Beach, CA",,0.86212226,66.0,105.0,29.0,79.0,0.6286,0.3671,3.0,3.0,1.0,108.257,109.037,1.80246,117.694,-1.86837,-0.461276,-1.40709,-1.41037,25.4286,0.109383,-1.51975,1.6429,3.0714,4.7143,0.8929,0.3929,0.3571,9.5,Wing F,2.34205,1996-12-24,0
Cal St. Northridge,BW,22,33.5,97.4,16.6,46.7,50.47,8.1,15.7,5.2,16.5,27,42,0.643,38,80,0.475,3,11,0.273,1.8,1.9,46.2,So,6-8,5.0,0.375663,94.299,3.6,2016,33690,"Landover, MD",,0.5262853,31.0,58.0,7.0,22.0,0.5345,0.3182,6.0,7.0,0.8571,104.75,104.394,1.50335,74.3849,-2.46528,-2.15677,-0.30851,-1.31304,17.4545,-1.2076,-0.105441,1.2727,2.5,3.7727,0.4545,0.5909,0.3182,5.0909,Wing F,1.59446,1995-07-25,0
UMBC,AE,20,16.3,73.3,16.7,30.8,34.26,2.2,14.8,5.3,11.3,9,15,0.6,8,18,0.444,7,42,0.167,0.5,1.6,25.0,So,6-5,55.0,-0.750635,67.1896,3.8,2016,33692,"Silver Spring, MD",,0.85714291,6.0,10.0,2.0,8.0,0.6,0.25,0.0,0.0,,113.663,117.065,0.465488,35.2349,-10.1191,-5.26023,-4.85891,-9.52761,10.5,-6.02111,-3.50651,0.2,1.25,1.45,0.3,0.3,0.05,2.3,Stretch 4,11.3131,1995-09-29,0
UMBC,AE,32,60.4,91.2,19.9,48.1,52.0,1.8,13.4,19.2,24.5,81,139,0.583,70,142,0.493,4,16,0.25,0.6,3.0,88.0,So,6-2,5.0,0.0564577,88.5939,4.4,2016,33694,"Bowie, MD",,1.14920234,65.0,113.0,5.0,30.0,0.5752,0.1667,0.0,0.0,,110.987,114.914,1.25777,147.383,-5.38156,-3.51111,-1.87045,-5.17045,24.3438,-3.81682,-1.35363,0.375,2.625,3.0,2.4062,1.2812,0.125,7.2812,Combo G,1.16307,1996-06-27,0
UMBC,AE,29,47.0,98.5,20.6,48.8,53.67,6.3,16.0,4.5,17.2,61,87,0.701,84,171,0.491,0,1,0.0,1.1,0.9,50.6,Sr,6-8,42.0,0.614685,96.4706,5.0,2016,33695,"Churchton, MD",,0.34213539,76.0,133.0,8.0,38.0,0.5714,0.2105,3.0,3.0,1.0,114.384,118.528,0.819039,98.1802,-8.78898,-4.2223,-4.56668,-7.03842,20.8966,-3.43164,-3.60678,1.1379,2.6897,3.8276,0.4483,0.3448,0.2069,7.8966,C,0.0934165,1993-08-24,0
Evansville,MVC,17,8.7,86.9,23.9,47.1,50.53,12.5,19.7,0.0,22.9,11,18,0.611,16,34,0.471,0,0,0.0,3.5,2.5,52.9,Jr,6-7,23.0,0.0877588,91.654,6.6,2016,33699,"Springfield, IL",,0.0,15.0,23.0,1.0,11.0,0.6522,0.0909,2.0,2.0,1.0,89.5981,94.3621,0.83579,27.1849,-8.59344,-7.07083,-1.52261,-3.76326,6.8235,-5.0932,1.32995,0.6471,1.2353,1.8824,0.0,0.2941,0.2353,2.5294,PF/C,0.0,1994-10-15,0
Alabama,SEC,33,65.1,94.0,21.4,38.3,45.93,1.1,7.0,27.0,21.0,73,82,0.89,33,96,0.344,40,147,0.272,0.0,1.6,33.7,So,5-10,5.0,1.06469,99.701,2.2,2016,33702,"Birmingham, AL",83.2,1.69228824,21.0,38.0,12.0,58.0,0.5526,0.2069,0.0,0.0,,106.823,101.211,2.59464,120.385,-1.14397,0.177349,-1.32132,-1.9785,26.2424,-1.19777,-0.780731,0.2424,1.7273,1.9697,3.3333,0.697,0.0,7.8485,Scoring PG,10.1732,1996-02-14,0
Eastern Illinois,OVC,28,59.7,93.6,36.0,48.5,51.96,7.0,18.0,18.2,19.7,92,139,0.662,158,310,0.51,5,31,0.161,3.3,2.6,40.8,Sr,6-5,15.0,1.63216,107.605,5.1,2016,33703,"St. Louis, MO",,0.55422867,112.0,160.0,46.0,151.0,0.7,0.3046,3.0,4.0,0.75,102.704,103.301,2.20714,145.685,-1.88214,-2.56136,0.679226,-0.376677,24.3214,-0.468245,0.0915678,1.5357,3.7857,5.3214,1.6429,1.0714,0.7143,15.1071,Wing F,2.65272,1993-10-15,0
Harvard,Ivy,28,61.6,94.0,15.9,48.6,49.64,1.2,6.3,10.5,18.8,15,24,0.625,13,44,0.295,50,137,0.365,0.3,1.4,13.3,Jr,6-2,15.0,0.0886339,88.957,1.3,2016,33706,"Salt Lake City, UT",28.8,1.08568001,0.0,2.0,13.0,42.0,0.0,0.3095,0.0,0.0,,105.204,104.84,2.14443,98.8365,-2.07436,-0.998733,-1.07562,-1.48766,24.75,-1.25755,-0.230115,0.25,1.4286,1.6786,1.3571,0.5714,0.0714,6.8214,Scoring PG,11.7172,1992-10-15,0
Drexel,CAA,30,70.4,88.9,20.5,43.0,44.73,4.2,10.5,15.5,17.1,30,49,0.612,46,127,0.362,45,137,0.328,2.6,1.8,18.6,So,6-3,2.0,0.28995,90.8888,3.9,2016,33707,"Chelsea, MA",,1.16328907,27.0,59.0,19.0,68.0,0.4576,0.2794,0.0,0.0,,107.227,105.912,2.34514,138.443,-0.306185,-0.660341,0.354155,-0.598309,28.2667,-0.512055,-0.0862539,1.1,2.3,3.4,1.9,0.8333,0.6333,8.5667,Combo G,9.81263,1994-10-06,0
UMass Lowell,AE,28,74.0,98.7,27.1,58.7,57.6,7.3,20.7,24.6,24.9,55,112,0.491,171,290,0.59,1,4,0.25,0.7,2.4,38.1,So,6-2,10.0,1.68414,104.321,4.1,2016,33709,"Williamsport, PA",,0.91429335,124.0,193.0,47.0,97.0,0.6425,0.4845,0.0,0.0,,107.644,111.086,1.9341,177.624,-1.66939,-0.941755,-0.727637,-1.82183,29.8571,-0.363287,-1.45854,1.8571,5.4286,7.2857,3.4286,1.3214,0.2143,14.2857,Wing G,0.257344,1994-10-15,0
Wisconsin,B10,35,77.9,112.0,13.5,54.8,58.33,2.8,12.1,13.9,20.3,45,56,0.804,53,91,0.582,37,107,0.346,0.6,2.0,28.3,Jr,6-2,3.0,1.97204,106.149,3.7,2016,33714,"Germantown, WI",41.8,1.58334554,44.0,67.0,9.0,24.0,0.6567,0.375,2.0,2.0,1.0,100.416,94.8396,3.79522,181.381,5.03236,1.89973,3.13263,2.66903,31.4,-0.541197,3.21023,0.7429,3.0857,3.8286,2.1714,1.0286,0.1714,7.4857,Combo G,6.08199,1994-01-17,0
Fresno St.,MWC,27,20.4,95.6,19.5,54.5,58.07,9.5,13.7,3.6,27.9,19,26,0.731,36,66,0.545,0,0,0.0,3.1,0.8,39.4,So,6-10,34.0,0.313891,96.9496,9.7,2016,33718,"Redondo Beach, CA",30.6,0.19231569,23.0,36.0,13.0,30.0,0.6389,0.4333,0.0,0.0,,102.696,101.078,1.00265,47.0109,-4.52825,-3.96357,-0.564672,-6.85657,10.1111,-6.14414,-0.712426,0.8889,1.2222,2.1111,0.1852,0.1481,0.2593,3.3704,C,0.0,1996-01-06,0
FIU,CUSA,29,84.8,99.9,25.5,48.9,51.5,4.9,17.0,13.8,17.7,68,96,0.708,147,321,0.458,33,81,0.407,2.0,1.6,23.9,Sr,6-7,32.0,1.90862,103.531,2.9,2016,33723,"Los Angeles, CA",,0.84809662,71.0,104.0,76.0,217.0,0.6827,0.3502,7.0,7.0,1.0,104.23,106.258,2.89299,190.929,-0.877047,-0.531967,-0.34508,-0.126576,35.6897,0.665097,-0.791673,1.4483,5.6897,7.1379,2.3103,0.9655,0.6552,15.8966,Wing F,4.64481,1994-08-06,0
West Virginia,B12,35,55.7,114.7,26.3,51.2,55.37,7.4,10.8,12.1,14.5,95,121,0.785,128,243,0.527,43,133,0.323,1.3,3.8,32.2,Sr,6-2,5.0,3.27825,130.29,5.1,2016,33726,"Jamestown, NY",,0.79629273,86.0,143.0,42.0,100.0,0.6014,0.42,6.0,7.0,0.8571,93.1228,87.6135,3.27343,161.692,7.78167,5.10003,2.68163,9.422,22.4571,5.72786,3.69414,1.5714,1.9429,3.5143,1.2286,1.5143,0.2286,13.7143,Wing G,9.39556,1994-07-30,0
Sam Houston St.,Slnd,29,36.4,103.7,19.0,53.9,54.33,1.5,10.3,25.6,19.3,12,21,0.571,17,35,0.486,35,94,0.372,0.3,1.6,16.3,Fr,6-0,15.0,0.566933,98.7351,3.5,2016,33733,"Killeen, TX",,2.0,14.0,22.0,3.0,13.0,0.6364,0.2308,0.0,0.0,,105.622,108.843,1.10494,73.242,-2.04488,0.403811,-2.44869,-1.17083,15.1724,0.061079,-1.23191,0.2069,1.2759,1.4828,1.931,0.4138,0.0345,5.2069,Scoring PG,12.3289,1992-01-07,0
Sam Houston St.,Slnd,30,76.1,103.5,20.2,50.2,54.6,5.4,16.6,29.3,23.9,65,88,0.739,96,194,0.495,10,27,0.37,0.7,2.2,39.8,So,6-4,20.0,1.31533,100.37,2.7,2016,33734,"Houston, TX",,1.753224,76.0,125.0,20.0,69.0,0.608,0.2899,4.0,4.0,1.0,102.289,105.267,2.60461,177.17,0.84609,-0.263671,1.10976,1.09075,30.7,0.383151,0.707595,1.5333,4.1667,5.7,4.5,1.1667,0.1667,9.5667,Combo G,1.69386,1996-10-17,0
South Dakota,Sum,12,5.7,113.0,16.8,61.9,62.43,1.7,15.4,7.8,14.3,2,3,0.667,4,7,0.571,6,14,0.429,1.6,0.0,14.3,Fr,6-4,33.0,0.41281,108.314,1.1,2016,33735,"Lincoln, NE",,1.0,4.0,5.0,0.0,2.0,0.8,0.0,0.0,0.0,,115.016,113.481,0.332758,10.2799,-3.19969,0.578058,-3.77775,1.53758,5.8333,4.00584,-2.46826,0.0833,0.75,0.8333,0.25,0.0,0.0833,2.3333,Wing G,11.2454,1996-10-15,0
Sam Houston St.,Slnd,30,54.5,112.9,13.6,53.4,55.56,4.2,17.5,8.5,10.9,20,25,0.8,21,49,0.429,43,111,0.387,0.9,1.1,15.6,Fr,6-6,0.0,0.859297,99.2876,4.7,2016,33737,"Austin, TX",,1.70584092,10.0,19.0,11.0,30.0,0.5263,0.3667,1.0,1.0,1.0,104.21,107.243,1.71427,116.931,-0.193838,0.268706,-0.462544,-0.325945,21.9667,0.0141874,-0.340132,0.8667,3.1333,4.0,0.9667,0.4,0.1667,6.3667,Stretch 4,9.72353,1995-10-15,0
West Virginia,B12,35,68.8,108.6,18.1,45.9,50.04,2.7,9.7,21.2,18.3,67,90,0.744,67,146,0.459,44,144,0.306,1.3,3.4,31.0,So,6-2,2.0,2.2437,111.418,3.5,2016,33739,"Maywood, IL",40.4,1.96554232,50.0,90.0,17.0,57.0,0.5556,0.2982,5.0,5.0,1.0,94.4959,88.9054,3.91638,188.712,6.49316,3.18628,3.30689,6.27818,27.7143,2.09751,4.18067,0.7143,2.1429,2.8571,3.2571,1.6857,0.2857,9.5143,Scoring PG,8.23569,1995-09-14,1
Northern Illinois,MAC,3,0.2,0.0,25.5,0.0,0.0,0.0,37.6,0.0,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0.0,0.0,So,5-11,12.0,-0.311846,-1.94877,0.0,2016,33743,"Northfield, IL",,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,,96.8561,103.255,0.0925274,0.64315,-34.4881,-25.0075,-9.48061,-30.7455,1.0,-22.0742,-8.67131,0.0,0.3333,0.3333,0.0,0.0,0.0,0.0,PF/C,0.0,1995-09-26,0
Seton Hall,BE,28,10.1,88.8,6.6,45.5,50.39,1.6,13.4,5.9,30.9,3,4,0.75,5,11,0.455,0,0,0.0,2.2,1.6,36.4,So,6-9,25.0,-0.208357,75.6829,11.0,2016,33751,"Orangeburg, SC",,1.0,3.0,4.0,2.0,7.0,0.75,0.2857,1.0,1.0,1.0,95.7272,90.7149,0.667518,27.1208,1.18676,-2.59549,3.78225,-2.57226,4.9286,-7.15455,4.58229,0.0714,0.6429,0.7143,0.1786,0.1429,0.1071,0.4643,C,0.0,1995-06-07,0
Syracuse,ACC,11,4.5,91.0,11.9,62.5,52.98,6.7,23.1,2.9,23.1,2,7,0.286,5,8,0.625,0,0,0.0,8.7,2.8,87.5,Sr,6-9,35.0,-0.151467,80.6724,12.5,2016,33752,"Rochester, NY",64.2,0.33333331,3.0,5.0,2.0,3.0,0.6,0.6667,1.0,1.0,1.0,89.1486,85.028,0.938159,16.9699,2.62493,-3.73196,6.35689,-0.586541,6.0909,-7.24053,6.65399,0.3636,1.2727,1.6364,0.0909,0.2727,0.4545,1.0909,C,0.0,1993-12-23,0
South Carolina St.,MEAC,8,0.5,31.7,15.6,0.0,0.0,0.0,38.6,25.9,0.0,0,0,0.0,0,1,0.0,0,1,0.0,0.0,0.0,0.0,Jr,6-1,20.0,-0.153356,28.9939,6.7,2016,33753,"Kingstree, SC",,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,100.753,106.979,0.0597051,1.35172,-12.2037,-9.89095,-2.31277,-13.9035,0.75,-11.0465,-2.85708,0.0,0.25,0.25,0.125,0.0,0.0,0.0,Wing G,9.10672,1994-10-15,0
North Texas,CUSA,9,0.7,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,So,6-4,24.0,-0.28431,-4.25511,5.0,2016,33757,"Sachse, TX",,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,120.597,123.447,0.0199672,0.758837,-9.30113,-5.1711,-4.13003,-17.7291,0.8889,-11.3706,-6.35858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scoring PG,6.60123,1995-10-15,0
Arkansas St.,SB,6,5.3,88.5,13.7,44.4,44.44,1.7,6.2,3.1,12.7,0,0,0.0,2,4,0.5,4,14,0.286,0.0,0.9,0.0,Fr,6-4,2.0,-0.270676,80.4913,5.1,2016,33768,"Pickerington, OH",,0.50015004,1.0,2.0,1.0,2.0,0.5,0.5,0.0,0.0,,110.572,108.845,0.767881,9.13137,-5.92226,-2.43967,-3.48259,-6.48393,10.5,-4.65788,-1.82605,0.1667,0.6667,0.8333,0.1667,0.1667,0.0,2.6667,Wing G,12.3429,1996-10-15,0
Arkansas St.,SB,29,33.8,92.9,17.4,44.6,49.11,7.4,18.2,5.6,19.8,26,36,0.722,45,100,0.45,0,1,0.0,8.0,1.9,35.6,Sr,6-6,11.0,0.0838455,89.7068,8.3,2016,33772,"Memphis, TN",,0.43997216,31.0,68.0,14.0,32.0,0.4559,0.4375,7.0,9.0,0.7778,97.7293,99.2004,1.44178,99.7471,-0.666173,-4.06067,3.3945,-2.26149,13.7586,-4.69388,2.43239,0.9655,2.5862,3.5517,0.3793,0.4828,1.1034,4.0,PF/C,0.138245,1993-10-15,0
Arkansas St.,SB,28,55.3,84.3,17.1,37.9,45.94,1.6,11.7,15.2,24.7,61,91,0.67,29,75,0.387,14,57,0.246,2.5,1.4,68.9,Sr,6-5,10.0,-0.564737,80.8172,4.0,2016,33773,"Montreal, PQ",,1.0600325,21.0,47.0,8.0,28.0,0.4468,0.2857,0.0,1.0,0.0,105.681,107.472,1.78478,120.771,-3.0779,-3.19655,0.118654,-3.83402,23.3214,-3.83149,-0.00253319,0.3571,2.8214,3.1786,1.8929,0.5714,0.5714,5.75,Wing G,4.81633,1993-10-15,0
Savannah St.,MEAC,30,58.7,84.5,14.2,43.4,46.52,7.8,16.1,6.5,25.4,31,54,0.574,49,111,0.441,0,2,0.0,1.6,1.0,47.8,Sr,6-7,55.0,-1.09695,74.4505,4.9,2016,33774,"Monroe, GA",,0.46515035,35.0,66.0,14.0,45.0,0.5303,0.3111,3.0,4.0,0.75,100.849,105.814,1.96311,124.578,-4.56874,-5.80014,1.2314,-5.83509,23.5667,-6.09555,0.260454,1.6,3.0333,4.6333,0.6667,0.4,0.3333,4.3,PF/C,0.167674,1993-10-15,0
Savannah St.,MEAC,30,49.1,65.0,19.4,36.6,42.5,2.1,8.3,16.5,38.6,35,55,0.636,35,93,0.376,3,15,0.2,0.4,2.9,50.9,So,6-0,2.0,-1.76588,62.0242,4.4,2016,33775,"Norcross, GA",,0.57332001,34.0,80.0,1.0,13.0,0.425,0.0769,0.0,0.0,,100.311,105.249,1.68233,106.763,-8.26573,-9.19193,0.926204,-9.07167,19.7333,-9.37957,0.307899,0.3667,1.3,1.6667,1.4333,0.9667,0.0667,3.8,Combo G,1.50344,1996-01-30,0
Army,Pat,29,31.8,96.0,19.3,45.7,47.07,10.0,15.5,6.8,16.4,20,37,0.541,41,83,0.494,12,46,0.261,2.6,2.0,28.7,Jr,6-6,10.0,0.201315,92.042,4.7,2016,33780,"Northridge, CA",,0.62493957,32.0,51.0,9.0,32.0,0.6275,0.2813,1.0,1.0,1.0,99.514,103.116,1.30923,88.3279,-1.74404,-2.32303,0.578988,-2.5062,14.3793,-2.66042,0.154215,1.3793,2.1034,3.4828,0.5172,0.5172,0.4138,4.7586,Stretch 4,6.09484,1994-10-15,0
Central Michigan,MAC,4,0.8,137.0,15.5,100.0,61.86,11.1,33.8,18.4,0.0,1,3,0.333,1,1,1.0,0,0,0.0,0.0,0.0,300.0,So,7-0,11.0,0.319586,124.76,8.0,2016,33782,"Belgrade, Yugoslavia",,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,,104.249,103.82,0.226422,2.08318,2.46706,3.33826,-0.871196,2.33321,2.5,0.291855,2.04135,0.25,0.75,1.0,0.25,0.0,0.0,0.75,C,0.0,1993-01-11,0
Wright St.,Horz,33,65.5,105.4,13.5,56.0,57.55,0.7,7.2,3.6,10.0,19,23,0.826,25,54,0.463,61,154,0.396,0.3,1.0,11.1,So,6-3,13.0,0.625771,94.8025,4.1,2016,33789,"Cincinnati, OH",,0.799868,12.0,17.0,13.0,37.0,0.7059,0.3514,0.0,0.0,,102.696,102.729,2.4724,129.974,0.453847,0.0744641,0.379383,-0.0699242,26.303,-0.694612,0.624688,0.1515,1.5455,1.697,0.4848,0.4545,0.0606,7.6364,Wing G,10.4355,1996-03-01,0
Wright St.,Horz,32,47.1,98.8,27.4,51.7,55.3,9.0,13.9,4.3,16.2,71,104,0.683,119,230,0.517,0,0,0.0,1.6,1.0,45.2,Sr,6-10,14.0,1.25998,106.614,6.5,2016,33790,"Nelson, New Zealand",,0.23406864,71.0,107.0,48.0,123.0,0.6636,0.3902,12.0,14.0,0.8571,99.4794,99.5404,2.04766,109.079,-4.26603,-3.37162,-0.894417,-2.83156,19.5,-2.48045,-0.351112,1.4375,2.2188,3.6562,0.3438,0.3438,0.25,9.6562,C,0.0,1993-10-24,0
Nebraska Omaha,Sum,30,48.4,108.8,7.8,46.3,50.95,0.8,9.4,5.5,9.1,23,32,0.719,13,32,0.406,16,48,0.333,0.7,1.1,40.0,Sr,6-0,4.0,0.0694637,88.9545,2.6,2016,33792,"Omaha, NE",,2.7495312,9.0,15.0,4.0,17.0,0.6,0.2353,0.0,0.0,,112.543,112.599,1.16354,87.8043,-1.21597,-0.187991,-1.02798,-2.26098,19.6,-1.21656,-1.04442,0.1333,1.6,1.7333,0.7333,0.4,0.1333,3.2333,Wing G,4.23571,1992-11-22,0
Princeton,Ivy,18,6.6,128.7,13.9,66.7,67.59,1.6,7.5,18.0,16.5,6,9,0.667,2,2,1.0,4,10,0.4,0.0,1.5,75.0,So,6-0,0.0,0.39807,115.644,4.8,2016,33798,"Lynchburg, VA",,2.66586681,2.0,2.0,0.0,0.0,1.0,,0.0,0.0,,103.35,104.464,0.365523,11.3744,1.15073,3.05261,-1.90188,0.41588,4.1667,0.289009,0.126871,0.0556,0.2778,0.3333,0.4444,0.1111,0.0,1.2222,Scoring PG,7.68444,1995-10-15,0
Miami OH,MAC,24,18.4,94.8,19.7,45.5,45.48,8.8,14.1,2.2,9.2,6,14,0.429,34,77,0.442,1,1,1.0,0.0,1.3,17.9,Sr,6-7,21.0,0.221089,94.4273,5.8,2016,33803,"Oak Hill, WV",,0.28556736,24.0,44.0,10.0,33.0,0.5455,0.303,0.0,0.0,,106.952,105.938,0.814839,37.8926,-7.15237,-4.01585,-3.13651,-5.11445,9.7917,-3.4852,-1.62925,0.75,1.125,1.875,0.0833,0.2083,0.0,3.2083,PF/C,0.25885,1992-12-09,0
